Cycle,Battery-M,M8020-train,M8020-valid,M8020-predict,M5050-train,M5050-valid,M5050-predict,M2080-train,M2080-valid,M2080-predict
458,37.5314,37.5314,,,37.5314,,,,37.5314,37.279507
459,37.5652,37.5652,,,37.5652,,,,37.5652,37.280315
460,37.5582,37.5582,,,37.5582,,,,37.5582,37.280807
461,37.6093,37.6093,,,37.6093,,,,37.6093,37.280754
462,37.6585,37.6585,,,37.6585,,,,37.6585,37.282654
463,37.6984,37.6984,,,37.6984,,,,37.6984,37.28772
464,37.6853,37.6853,,,37.6853,,,,37.6853,37.29605
465,37.7085,37.7085,,,37.7085,,,,37.7085,37.30514
466,37.6504,37.6504,,,37.6504,,,,37.6504,37.315094
467,37.5894,37.5894,,,37.5894,,,,37.5894,37.322292
468,37.6123,37.6123,,,37.6123,,,,37.6123,37.324726
469,37.6115,37.6115,,,37.6115,,,,37.6115,37.325233
470,37.5983,37.5983,,,37.5983,,,,37.5983,37.32452
471,37.5527,37.5527,,,37.5527,,,,37.5527,37.322582
472,37.5444,37.5444,,,37.5444,,,,37.5444,37.31809
473,37.5459,37.5459,,,37.5459,,,,37.5459,37.312077
474,37.5468,37.5468,,,37.5468,,,,37.5468,37.305664
475,37.5703,37.5703,,,37.5703,,,,37.5703,37.29951
476,37.5745,37.5745,,,37.5745,,,,37.5745,37.29497
477,37.5505,37.5505,,,37.5505,,,,37.5505,37.291874
478,37.5104,37.5104,,,37.5104,,,,37.5104,37.288788
479,37.459,37.459,,,37.459,,,,37.459,37.284164
480,37.4023,37.4023,,,37.4023,,,,37.4023,37.2767
481,37.3519,37.3519,,,37.3519,,,,37.3519,37.265587
482,37.3411,37.3411,,,37.3411,,,,37.3411,37.25089
483,37.2733,37.2733,,,37.2733,,,,37.2733,37.234615
484,37.3023,37.3023,,,37.3023,,,,37.3023,37.215534
485,37.3005,37.3005,,,37.3005,,,,37.3005,37.1974
486,37.3443,37.3443,,,37.3443,,,,37.3443,37.180954
487,37.3741,37.3741,,,37.3741,,,,37.3741,37.168545
488,37.4127,37.4127,,,37.4127,,,,37.4127,37.160637
489,37.4634,37.4634,,,37.4634,,,,37.4634,37.157597
490,37.5586,37.5586,,,37.5586,,,,37.5586,37.15982
491,37.5747,37.5747,,,37.5747,,,,37.5747,37.169132
492,37.6105,37.6105,,,37.6105,,,,37.6105,37.182613
493,37.6286,37.6286,,,37.6286,,,,37.6286,37.19917
494,37.6482,37.6482,,,37.6482,,,,37.6482,37.217136
495,37.6821,37.6821,,,37.6821,,,,37.6821,37.235516
496,37.6926,37.6926,,,37.6926,,,,37.6926,37.254333
497,37.7291,37.7291,,,37.7291,,,,37.7291,37.272545
498,37.7421,37.7421,,,37.7421,,,,37.7421,37.290745
499,37.7472,37.7472,,,37.7472,,,,37.7472,37.30825
500,37.7503,37.7503,,,37.7503,,,,37.7503,37.324375
501,37.7355,37.7355,,,37.7355,,,,37.7355,37.33874
502,37.7521,37.7521,,,37.7521,,,,37.7521,37.350456
503,37.7706,37.7706,,,37.7706,,,,37.7706,37.36058
504,37.7499,37.7499,,,37.7499,,,,37.7499,37.36991
505,37.7064,37.7064,,,37.7064,,,,37.7064,37.37725
506,37.7035,37.7035,,,37.7035,,,,37.7035,37.381065
507,37.6999,37.6999,,,37.6999,,,,37.6999,37.382484
508,37.7013,37.7013,,,37.7013,,,,37.7013,37.38227
509,37.6972,37.6972,,,37.6972,,,,37.6972,37.381207
510,37.7015,37.7015,,,37.7015,,,,37.7015,37.379578
511,37.6759,37.6759,,,37.6759,,,,37.6759,37.377953
512,37.6857,37.6857,,,37.6857,,,,37.6857,37.37533
513,37.6557,37.6557,,,37.6557,,,,37.6557,37.37278
514,37.6542,37.6542,,,37.6542,,,,37.6542,37.369125
515,37.6514,37.6514,,,37.6514,,,,37.6514,37.365036
516,37.6253,37.6253,,,37.6253,,,,37.6253,37.360855
517,37.6245,37.6245,,,37.6245,,,,37.6245,37.355766
518,37.584,37.584,,,37.584,,,,37.584,37.35048
519,37.5371,37.5371,,,37.5371,,,,37.5371,37.34365
520,37.5177,37.5177,,,37.5177,,,,37.5177,37.334347
521,37.5053,37.5053,,,37.5053,,,,37.5053,37.323395
522,37.525,37.525,,,37.525,,,,37.525,37.311676
523,37.5372,37.5372,,,37.5372,,,,37.5372,37.301174
524,37.567,37.567,,,37.567,,,,37.567,37.292625
525,37.5839,37.5839,,,37.5839,,,,37.5839,37.287113
526,37.6035,37.6035,,,37.6035,,,,37.6035,37.284485
527,37.603,37.603,,,37.603,,,,37.603,37.284565
528,37.5471,37.5471,,,37.5471,,,,37.5471,37.28619
529,37.576,37.576,,,37.576,,,,37.576,37.28612
530,37.5507,37.5507,,,37.5507,,,,37.5507,37.28634
531,37.5486,37.5486,,,37.5486,,,,37.5486,37.285545
532,37.5395,37.5395,,,37.5395,,,,37.5395,37.284126
533,37.5647,37.5647,,,37.5647,,,,37.5647,37.282017
534,37.5719,37.5719,,,37.5719,,,,37.5719,37.280758
535,37.5696,37.5696,,,37.5696,,,,37.5696,37.280376
536,37.5508,37.5508,,,37.5508,,,,37.5508,37.28044
537,37.4337,37.4337,,,37.4337,,,,37.4337,37.279934
538,37.4547,37.4547,,,37.4547,,,,37.4547,37.273983
539,37.4233,37.4233,,,37.4233,,,,37.4233,37.266212
540,37.4083,37.4083,,,37.4083,,,,37.4083,37.256485
541,37.4084,37.4084,,,37.4084,,,,37.4084,37.245632
542,37.3578,37.3578,,,37.3578,,,,37.3578,37.234875
543,37.3714,37.3714,,,37.3714,,,,37.3714,37.22268
544,37.3608,37.3608,,,37.3608,,,,37.3608,37.21109
545,37.3537,37.3537,,,37.3537,,,,37.3537,37.200165
546,37.3364,37.3364,,,37.3364,,,,37.3364,37.19006
547,37.2723,37.2723,,,37.2723,,,,37.2723,37.18035
548,37.1996,37.1996,,,37.1996,,,,37.1996,37.168705
549,37.1409,37.1409,,,37.1409,,,,37.1409,37.153507
550,37.0963,37.0963,,,37.0963,,,,37.0963,37.134666
551,37.0448,37.0448,,,37.0448,,,,37.0448,37.112965
552,37.0017,37.0017,,,37.0017,,,,37.0017,37.08877
553,36.9528,36.9528,,,36.9528,,,,36.9528,37.062836
554,36.9203,36.9203,,,36.9203,,,,36.9203,37.035454
555,36.9096,36.9096,,,36.9096,,,,36.9096,37.007618
556,36.9431,36.9431,,,36.9431,,,,36.9431,36.98089
557,36.9258,36.9258,,,36.9258,,,,36.9258,36.958054
558,37.0042,37.0042,,,37.0042,,,,37.0042,36.938244
559,37.0843,37.0843,,,37.0843,,,,37.0843,36.924984
560,37.144,37.144,,,37.144,,,,37.144,36.919956
561,37.2506,37.2506,,,37.2506,,,,37.2506,36.922707
562,37.3005,37.3005,,,37.3005,,,,37.3005,36.934525
563,37.3556,37.3556,,,37.3556,,,,37.3556,36.953022
564,37.4135,37.4135,,,37.4135,,,,37.4135,36.976578
565,37.4405,37.4405,,,37.4405,,,,37.4405,37.004005
566,37.3953,37.3953,,,37.3953,,,,37.3953,37.032967
567,37.4812,37.4812,,,37.4812,,,,37.4812,37.05882
568,37.4574,37.4574,,,37.4574,,,,37.4574,37.08485
569,37.5342,37.5342,,,37.5342,,,,37.5342,37.108105
570,37.505,37.505,,,37.505,,,,37.505,37.131557
571,37.5444,37.5444,,,37.5444,,,,37.5444,37.152225
572,37.4916,37.4916,,,37.4916,,,,37.4916,37.17164
573,37.4929,37.4929,,,37.4929,,,,37.4929,37.186676
574,37.505,37.505,,,37.505,,,,37.505,37.198246
575,37.485,37.485,,,37.485,,,,37.485,37.20756
576,37.4247,37.4247,,,37.4247,,,,37.4247,37.214077
577,37.4093,37.4093,,,37.4093,,,,37.4093,37.215916
578,37.3865,37.3865,,,37.3865,,,,37.3865,37.21428
579,37.3398,37.3398,,,,37.3398,37.510082,,37.3398,37.20975
580,37.3552,37.3552,,,,37.3552,37.48332,,37.3552,37.20183
581,37.3727,37.3727,,,,37.3727,37.46208,,37.3727,37.1932
582,37.3402,37.3402,,,,37.3402,37.45017,,37.3402,37.18552
583,37.3186,37.3186,,,,37.3186,37.44134,,37.3186,37.17753
584,37.3058,37.3058,,,,37.3058,37.433605,,37.3058,37.168983
585,37.3104,37.3104,,,,37.3104,37.426754,,37.3104,37.160145
586,37.2616,37.2616,,,,37.2616,37.42284,,37.2616,37.151943
587,37.248,37.248,,,,37.248,37.414913,,37.248,37.142513
588,37.2444,37.2444,,,,37.2444,37.404907,,37.2444,37.132423
589,37.2285,37.2285,,,,37.2285,37.395206,,37.2285,37.12245
590,37.2201,37.2201,,,,37.2201,37.385265,,37.2201,37.112514
591,37.2625,37.2625,,,,37.2625,37.37587,,37.2625,37.102894
592,37.2972,37.2972,,,,37.2972,37.374306,,37.2972,37.095966
593,37.3155,37.3155,,,,37.3155,37.38205,,37.3155,37.092594
594,37.3314,37.3314,,,,37.3314,37.396343,,37.3314,37.092335
595,37.3174,37.3174,,,,37.3174,37.41442,,37.3174,37.094604
596,37.3443,37.3443,,,,37.3443,37.42989,,37.3443,37.09757
597,37.3822,37.3822,,,,37.3822,37.44537,,37.3822,37.101906
598,37.3555,37.3555,,,,37.3555,37.46349,,37.3555,37.108383
599,37.3908,37.3908,,,,37.3908,37.476078,,37.3908,37.114475
600,37.4179,37.4179,,,,37.4179,37.48854,,37.4179,37.121483
601,37.4611,37.4611,,,,37.4611,37.50226,,37.4611,37.12971
602,37.5685,37.5685,,,,37.5685,37.520195,,37.5685,37.13999
603,37.5894,37.5894,,,,37.5894,37.552525,,37.5894,37.155502
604,37.5886,37.5886,,,,37.5886,37.590054,,37.5886,37.17391
605,37.6153,37.6153,,,,37.6153,37.624325,,37.6153,37.192738
606,37.7046,37.7046,,,,37.7046,37.65508,,37.7046,37.2117
607,37.6162,37.6162,,,,37.6162,37.69153,,37.6162,37.233353
608,37.5819,37.5819,,,,37.5819,37.71147,,37.5819,37.251175
609,37.5955,37.5955,,,,37.5955,37.7142,,37.5955,37.264088
610,37.6094,37.6094,,,,37.6094,37.708424,,37.6094,37.273846
611,37.6187,37.6187,,,,37.6187,37.700066,,37.6187,37.281704
612,37.6016,37.6016,,,,37.6016,37.692337,,37.6016,37.288353
613,37.6427,37.6427,,,,37.6427,37.683323,,37.6427,37.293125
614,37.6855,37.6855,,,,37.6855,37.68103,,37.6855,37.29833
615,37.7042,37.7042,,,,37.7042,37.68884,,37.7042,37.305325
616,37.7581,37.7581,,,,37.7581,37.703766,,37.7581,37.313736
617,37.7535,37.7535,,,,37.7535,37.72852,,37.7535,37.3248
618,37.7577,37.7577,,,,37.7577,37.754265,,37.7577,37.336445
619,37.761,37.761,,,,37.761,37.777626,,37.761,37.347843
620,37.7827,37.7827,,,,37.7827,37.796715,,37.7827,37.358467
621,37.7874,37.7874,,,,37.7874,37.813747,,37.7874,37.36886
622,37.7775,37.7775,,,,37.7775,37.827522,,37.7775,37.378613
623,37.756,37.756,,,,37.756,37.835796,,37.756,37.3869
624,37.729,37.729,,,,37.729,37.836494,,37.729,37.392845
625,37.6891,37.6891,,,,37.6891,37.828884,,37.6891,37.395844
626,37.6684,37.6684,,,,37.6684,37.811993,,37.6684,37.395203
627,37.6796,37.6796,,,,37.6796,37.789715,,37.6796,37.391605
628,37.6925,37.6925,,,,37.6925,37.769684,,37.6925,37.387043
629,37.747,37.747,,,,37.747,37.755913,,37.747,37.38282
630,37.7664,37.7664,,,,37.7664,37.755928,,37.7664,37.381493
631,37.7885,37.7885,,,,37.7885,37.766487,,37.7885,37.38281
632,37.7961,37.7961,,,,37.7961,37.78496,,37.7961,37.38656
633,37.7939,37.7939,,,,37.7939,37.80648,,37.7939,37.39181
634,37.8042,37.8042,,,,37.8042,37.826416,,37.8042,37.397472
635,37.8631,37.8631,,,,37.8631,37.8442,,37.8631,37.40344
636,37.8772,37.8772,,,,37.8772,37.866795,,37.8772,37.411736
637,37.8963,37.8963,,,,37.8963,37.89022,,37.8963,37.421402
638,37.8686,37.8686,,,,37.8686,37.913166,,37.8686,37.43204
639,37.9066,37.9066,,,,37.9066,37.927795,,37.9066,37.441288
640,37.973,37.973,,,,37.973,37.94112,,37.973,37.450764
641,37.9531,37.9531,,,,37.9531,37.960884,,37.9531,37.462605
642,38.0791,38.0791,,,,38.0791,37.977245,,38.0791,37.4741
643,37.9191,37.9191,,,,37.9191,38.00803,,37.9191,37.490154
644,37.8014,37.8014,,,,37.8014,38.0164,,37.8014,37.500675
645,37.8046,37.8046,,,,37.8046,37.994244,,37.8046,37.50222
646,37.8811,37.8811,,,,37.8811,37.95947,,37.8811,37.49862
647,37.8664,37.8664,,,,37.8664,37.933918,,37.8664,37.495594
648,37.8875,37.8875,,,,37.8875,37.914352,,37.8875,37.492447
649,37.8708,37.8708,,,,37.8708,37.90456,,37.8708,37.490444
650,37.843,37.843,,,,37.843,37.899357,,37.843,37.488533
651,37.8641,37.8641,,,,37.8641,37.893963,,37.8641,37.48563
652,37.8457,37.8457,,,,37.8457,37.893158,,37.8457,37.4833
653,37.8396,37.8396,,,,37.8396,37.89257,,37.8396,37.480644
654,37.8368,37.8368,,,,37.8368,37.89194,,37.8368,37.477734
655,37.8268,37.8268,,,,37.8268,37.891445,,37.8268,37.474762
656,37.834,37.834,,,,37.834,37.89001,,37.834,37.471516
657,37.8495,37.8495,,,,37.8495,37.889748,,37.8495,37.46866
658,37.8354,37.8354,,,,37.8354,37.892696,,37.8354,37.466896
659,37.8589,37.8589,,,,37.8589,37.894974,,37.8589,37.465263
660,37.8518,37.8518,,,,37.8518,37.900337,,37.8518,37.464863
661,37.8458,37.8458,,,,37.8458,37.90545,,37.8458,37.46487
662,37.867,37.867,,,,37.867,37.90888,,37.867,37.464863
663,37.857,37.857,,,,37.857,37.914047,,37.857,37.465767
664,37.8643,37.8643,,,,37.8643,37.917664,,37.8643,37.46668
665,37.8864,37.8864,,,,37.8864,37.92096,,37.8864,37.46786
666,37.8912,37.8912,,,,37.8912,37.926685,,37.8912,37.470074
667,37.8867,37.8867,,,,37.8867,37.93328,,37.8867,37.47293
668,37.899,37.899,,,,37.899,37.938503,,37.899,37.475765
669,37.8887,37.8887,,,,37.8887,37.943886,,37.8887,37.47893
670,37.9212,37.9212,,,,37.9212,37.946686,,37.9212,37.48161
671,37.9247,37.9247,,,,37.9247,37.9524,,37.9247,37.485252
672,37.9208,37.9208,,,,37.9208,37.958908,,37.9208,37.48933
673,37.8975,37.8975,,,,37.8975,37.964104,,37.8975,37.493214
674,37.9205,37.9205,,,,37.9205,37.964134,,37.9205,37.495705
675,37.9798,37.9798,,,,37.9798,37.964767,,37.9798,37.498234
676,38.0058,38.0058,,,,38.0058,37.974174,,38.0058,37.503185
677,38.0322,38.0322,,,,38.0322,37.990334,,38.0322,37.510323
678,37.9964,37.9964,,,,37.9964,38.01152,,37.9964,37.51939
679,37.9473,37.9473,,,,37.9473,38.02655,,37.9473,37.52738
680,37.9461,37.9461,,,,37.9461,38.02858,,37.9461,37.532074
681,37.9336,37.9336,,,,37.9336,38.023037,,37.9336,37.53449
682,37.8837,37.8837,,,,37.8837,38.011925,,37.8837,37.53485
683,37.8687,37.8687,,,,37.8687,37.99178,,37.8687,37.53183
684,37.8829,37.8829,,,,37.8829,37.967777,,37.8829,37.52643
685,37.874,37.874,,,,37.874,37.947536,,37.874,37.520657
686,37.8677,37.8677,,,,37.8677,37.931164,,37.8677,37.514683
687,37.86,37.86,,,,37.86,37.918896,,37.86,37.508755
688,37.8693,37.8693,,,,37.8693,37.910088,,37.8693,37.50295
689,37.8378,37.8378,,,,37.8378,37.906464,,37.8378,37.498028
690,37.8232,37.8232,,,,37.8232,37.901974,,37.8232,37.49258
691,37.869,37.869,,,,37.869,37.896248,,37.869,37.486588
692,37.8497,37.8497,,,,37.8497,37.898045,,37.8497,37.482693
693,37.8568,37.8568,,,,37.8568,37.90083,,37.8568,37.47941
694,37.842,37.842,,,,37.842,37.90532,,37.842,37.47703
695,37.8493,37.8493,,,,37.8493,37.90803,,37.8493,37.474686
696,37.8419,37.8419,,,,37.8419,37.91071,,37.8419,37.47284
697,37.8529,37.8529,,,,37.8529,37.91185,,37.8529,37.471066
698,37.8826,37.8826,,,,37.8826,37.913666,,37.8826,37.469936
699,37.9535,37.9535,,,,37.9535,37.919865,,37.9535,37.470543
700,37.9777,37.9777,,,,37.9777,37.93784,,37.9777,37.475204
701,37.9949,37.9949,,,,37.9949,37.962612,,37.9949,37.48292
702,38.0074,38.0074,,,,38.0074,37.989708,,38.0074,37.492634
703,38.0069,38.0069,,,,38.0069,38.015488,,38.0069,37.503365
704,38.0497,38.0497,,,,38.0497,38.036037,,38.0497,37.513905
705,38.0711,38.0711,,,,38.0711,38.056515,,38.0711,37.52546
706,38.0732,38.0732,,,,38.0732,38.076096,,38.0732,37.5377
707,38.028,38.028,,,,38.028,38.091698,,38.028,37.549576
708,38.0069,38.0069,,,,38.0069,38.095146,,38.0069,37.558437
709,37.952,37.952,,,,37.952,38.087833,,37.952,37.56405
710,37.8898,37.8898,,,,37.8898,38.066856,,37.8898,37.564983
711,37.853,37.853,,,,37.853,38.032085,,37.853,37.560467
712,37.766,37.766,,,,37.766,37.9897,,37.766,37.551525
713,37.8401,37.8401,,,,37.8401,37.936825,,37.8401,37.53686
714,37.8671,37.8671,,,,37.8671,37.898323,,37.8671,37.52319
715,37.7853,37.7853,,,,37.7853,37.877472,,37.7853,37.512184
716,37.8493,37.8493,,,,37.8493,37.85806,,37.8493,37.499947
717,37.8595,37.8595,,,,37.8595,37.853554,,37.8595,37.49072
718,37.8469,37.8469,,,,37.8469,37.859867,,37.8469,37.484272
719,37.8209,37.8209,,,,37.8209,37.87025,,37.8209,37.479355
720,37.7678,37.7678,,,,37.7678,37.87839,,37.7678,37.47452
721,37.7474,37.7474,,,,37.7474,37.877003,,37.7474,37.46775
722,37.7589,37.7589,,,,37.7589,37.868355,,37.7589,37.459415
723,37.752,37.752,,,,37.752,37.859074,,37.752,37.45123
724,37.7831,37.7831,,,,37.7831,37.849876,,37.7831,37.443356
725,37.7815,37.7815,,,,37.7815,37.846893,,37.7815,37.437576
726,37.7741,37.7741,,,,37.7741,37.847416,,37.7741,37.433315
727,37.7329,37.7329,,,,37.7329,37.848824,,37.7329,37.429905
728,37.7391,37.7391,,,,37.7391,37.8445,,37.7391,37.42541
729,37.7247,37.7247,,,,37.7247,37.83885,,37.7247,37.420876
730,37.7081,37.7081,,,,37.7081,37.83101,,37.7081,37.415955
731,37.6935,37.6935,,,,37.6935,37.820694,,37.6935,37.41042
732,37.6989,37.6989,,,,37.6989,37.808445,,37.6989,37.40426
733,37.7102,37.7102,,,,37.7102,37.797787,,37.7102,37.398384
734,37.726,37.726,,,,37.726,37.79118,,37.726,37.393566
735,37.7345,37.7345,,,,37.7345,37.790043,,37.7345,37.390373
736,37.7017,37.7017,,,,37.7017,37.793278,,37.7017,37.388714
737,37.7143,37.7143,,,,37.7143,37.79361,,37.7143,37.386616
738,37.6754,37.6754,,,,37.6754,37.79439,,37.6754,37.38496
739,37.6761,37.6761,,,,37.6761,37.789425,,37.6761,37.381943
740,37.6505,37.6505,,,,37.6505,37.78236,,37.6505,37.37838
741,37.6759,37.6759,,,,37.6759,37.77132,,37.6759,37.373596
742,37.7194,37.7194,,,,37.7194,37.7636,,37.7194,37.369553
743,37.689,37.689,,,,37.689,37.764988,,37.689,37.3681
744,37.7106,37.7106,,,,37.7106,37.766464,,37.7106,37.36691
745,37.707,37.707,,,,37.707,37.771236,,37.707,37.36693
746,37.7121,37.7121,,,,37.7121,37.77641,,37.7121,37.36747
747,37.7151,37.7151,,,,37.7151,37.781788,,37.7151,37.368496
748,37.6952,37.6952,,,,37.6952,37.786804,,37.6952,37.369858
749,37.6891,37.6891,,,,37.6891,37.78781,,37.6891,37.370434
750,37.7888,37.7888,,,,37.7888,37.785572,,37.7888,37.37025
751,37.7494,37.7494,,,,37.7494,37.796417,,37.7494,37.374004
752,37.7465,37.7465,,,,37.7465,37.806183,,37.7465,37.378014
753,37.7937,37.7937,,,,37.7937,37.813713,,37.7937,37.381813
754,37.7899,37.7899,,,,37.7899,37.825687,,37.7899,37.387295
755,37.8166,37.8166,,,,37.8166,37.837196,,37.8166,37.393177
756,37.8075,37.8075,,,,37.8075,37.850525,,37.8075,37.40007
757,37.7903,37.7903,,,,37.7903,37.86105,,37.7903,37.406662
758,37.8095,37.8095,,,,37.8095,37.8657,,37.8095,37.411884
759,37.7992,37.7992,,,,37.7992,37.869076,,37.7992,37.416786
760,37.7551,37.7551,,,,37.7551,37.86925,,37.7551,37.420708
761,37.7434,37.7434,,,,37.7434,37.860916,,37.7434,37.421867
762,37.7435,37.7435,,,,37.7435,37.847546,,37.7435,37.420853
763,37.706,37.706,,,,37.706,37.833355,,37.706,37.418648
764,37.7146,37.7146,,,,37.7146,37.815277,,37.7146,37.414265
765,37.7217,37.7217,,,,37.7217,37.79945,,37.7217,37.40933
766,37.7114,37.7114,,,,37.7114,37.788406,,37.7114,37.40472
767,37.6869,37.6869,,,,37.6869,37.780407,,37.6869,37.40018
768,37.6604,37.6604,,,,37.6604,37.772152,,37.6604,37.394936
769,37.6358,37.6358,,,,37.6358,37.761696,,37.6358,37.3885
770,37.6312,37.6312,,,,37.6312,37.74856,,37.6312,37.380733
771,37.6265,37.6265,,,,37.6265,37.735798,,37.6265,37.372528
772,37.6197,37.6197,,,,37.6197,37.724854,,37.6197,37.364418
773,37.6638,37.6638,,,,37.6638,37.71596,,37.6638,37.356617
774,37.6648,37.6648,,,,37.6648,37.716362,,37.6648,37.35148
775,37.682,37.682,,,,37.682,37.721996,,37.682,37.348255
776,37.6815,37.6815,,,,37.6815,37.73252,,37.6815,37.347137
777,37.6952,37.6952,,,,37.6952,37.7442,,37.6952,37.347282
778,37.696,37.696,,,,37.696,37.756905,,37.696,37.348747
779,37.7113,37.7113,,,,37.7113,37.768265,,37.7113,37.35089
780,37.7131,37.7131,,,,37.7131,37.77931,,37.7131,37.35394
781,37.726,37.726,,,,37.726,37.788445,,37.726,37.357365
782,37.6188,37.6188,,,,37.6188,37.79677,,37.6188,37.36133
783,37.6682,37.6682,,,,37.6682,37.787174,,37.6682,37.360615
784,37.7568,37.7568,,,,37.7568,37.77684,,37.7568,37.35943
785,37.7568,37.7568,,,,37.7568,37.779854,,37.7568,37.361885
786,37.7479,37.7479,,,,37.7479,37.788918,,37.7479,37.366272
787,37.8617,37.8617,,,,37.8617,37.798584,,37.8617,37.37112
788,37.8497,37.8497,,,,37.8497,37.823906,,37.8497,37.380913
789,37.8459,37.8459,,,,37.8459,37.851315,,37.8459,37.392323
790,37.8733,37.8733,,,,37.8733,37.87518,,37.8733,37.40375
791,37.8901,37.8901,,,,37.8901,37.897285,,37.8901,37.415596
792,37.9471,37.9471,,,,37.9471,37.91696,,37.9471,37.42758
793,37.8854,37.8854,,,,37.8854,37.940273,,37.8854,37.441307
794,37.9125,37.9125,,,,37.9125,37.951855,,37.9125,37.452366
795,37.905,37.905,,,,37.905,37.959267,,37.905,37.46235
796,37.893,37.893,,,,37.893,37.961304,,37.893,37.47067
797,37.8977,37.8977,,,,37.8977,37.95784,,37.8977,37.476933
798,37.8806,37.8806,,,,37.8806,37.952267,,37.8806,37.4818
799,37.9047,37.9047,,,,37.9047,37.943478,,37.9047,37.48478
800,37.9219,37.9219,,,,37.9219,37.937862,,37.9219,37.487553
801,37.896,37.896,,,,37.896,37.937214,,37.896,37.49076
802,37.9185,37.9185,,,,37.9185,37.93551,,37.9185,37.492897
803,37.9067,37.9067,,,,37.9067,37.93728,,37.9067,37.495277
804,37.8371,37.8371,,,,37.8371,37.938957,,37.8371,37.497124
805,37.8129,37.8129,,,,37.8129,37.93027,,37.8129,37.495502
806,37.7826,37.7826,,,,37.7826,37.91439,,37.7826,37.490974
807,37.7694,37.7694,,,,37.7694,37.89284,,37.7694,37.483734
808,37.8109,37.8109,,,,37.8109,37.870018,,37.8109,37.474865
809,37.8525,37.8525,,,,37.8525,37.856575,,37.8525,37.467487
810,37.8663,37.8663,,,,37.8663,37.856644,,37.8663,37.4633
811,37.8668,37.8668,,,,37.8668,37.866474,,37.8668,37.46187
812,37.8635,37.8635,,,,37.8635,37.880775,,37.8635,37.46217
813,37.9059,37.9059,,,,37.9059,37.895374,,37.9059,37.46332
814,37.9128,37.9128,,,,37.9128,37.914577,,37.9128,37.466736
815,37.9508,37.9508,,,,37.9508,37.93426,,37.9508,37.471493
816,38.0322,38.0322,,,,38.0322,37.956913,,38.0322,37.47836
817,38.0264,38.0264,,,,38.0264,37.989597,,38.0264,37.489513
818,38.0574,38.0574,,,,38.0574,38.02114,,38.0574,37.50208
819,37.9877,37.9877,,,,37.9877,38.051678,,37.9877,37.51597
820,37.9133,37.9133,,,,37.9133,38.06559,,37.9133,37.52658
821,37.9936,37.9936,,,,37.9936,38.056786,,37.9936,37.531326
822,37.9428,37.9428,,,,37.9428,38.048706,,37.9428,37.535877
823,37.9655,37.9655,,,,37.9655,38.033085,,37.9655,37.5377
824,37.9023,37.9023,,,,37.9023,38.01907,,37.9023,37.53887
825,37.8473,37.8473,,,,37.8473,37.997986,,37.8473,37.536823
826,37.8972,37.8972,,,,37.8972,37.968365,,37.8972,37.530697
827,37.8817,37.8817,,,,37.8817,37.946495,,37.8817,37.524845
828,37.8468,37.8468,,,,37.8468,37.929665,,37.8468,37.51886
829,37.8743,37.8743,,,,37.8743,37.913544,,37.8743,37.511715
830,37.8355,37.8355,,,,37.8355,37.905193,,37.8355,37.50564
831,37.8188,37.8188,,,,37.8188,37.896957,,37.8188,37.498886
832,37.8009,37.8009,,,,37.8009,37.888508,,37.8009,37.491512
833,37.7862,37.7862,,,,37.7862,37.879257,,37.7862,37.4835
